,t,biod0_x,biod0_y,biod1_x,biod1_y,biod2_x,biod2_y,biod3_x,biod3_y,biod4_x,biod4_y,biod5_x,biod5_y
0,0,0.43507602336330276,0.38630198358455947,0.2470781648104621,0.3315068300661675,0.9419160237941587,0.938766493634948,0.3270408297987309,0.9130347236508003,0.8532657251548934,0.22545649014439906,0.004603587938263513,0.9189564396358852
1,1,0.44209732660006557,0.38138561413012195,0.2461822065538822,0.3229823566772966,0.938844298512342,0.9307643756935434,0.32341838755523916,0.9052663711904861,0.8606128734466257,0.22104187807374143,0.011709624274449583,0.9237495216656345
2,2,0.4491186298368284,0.37646924467568443,0.2452862482973023,0.31445788328842567,0.9357725732305252,0.9227622577521388,0.31979594531174743,0.8974980187301721,0.8679600217383581,0.2166272660030838,0.018815660610635655,0.9285426036953839
3,3,0.45613993307359113,0.37155287522124697,0.24439029004072238,0.30593340989955475,0.9327008479487083,0.9147601398107342,0.31617350306825576,0.8897296662698579,0.8753071700300904,0.21221265393242617,0.025921696946821726,0.9333356857251331
4,4,0.46316123631035394,0.36663650576680945,0.24349433178414248,0.2974089365106838,0.9296291226668916,0.9067580218693297,0.312551060824764,0.8819613138095438,0.8826543183218228,0.20779804186176856,0.0330277332830078,0.9285426036953839
5,5,0.47018253954711675,0.3617201363123719,0.24259837352756258,0.2888844631218129,0.9265573973850748,0.8987559039279251,0.3089286185812723,0.8741929613492297,0.8900014666135552,0.20338342979111093,0.04013376961919387,0.9237495216656345
6,6,0.47720384278387956,0.35680376685793436,0.24170241527098268,0.28035998973294196,0.923485672103258,0.8907537859865206,0.3053061763377806,0.8664246088889156,0.8973486149052875,0.1989688177204533,0.04723980595537994,0.9189564396358852
7,7,0.48422514602064237,0.3518873974034968,0.24080645701440279,0.271835516344071,0.9204139468214412,0.882751668045116,0.3016837340942889,0.8586562564286014,0.9046957631970198,0.19455420564979567,0.054345842291566006,0.9141633576061359
8,8,0.4912464492574052,0.34697102794905926,0.23991049875782286,0.2633110429552001,0.9173422215396244,0.8747495501037114,0.29806129185079716,0.8508879039682873,0.9120429114887522,0.19013959357913804,0.061451878627752074,0.9093702755763866
9,9,0.49826775249416794,0.34205465849462174,0.23901454050124296,0.25478656956632917,0.9142704962578077,0.8667474321623068,0.2944388496073055,0.8431195515079732,0.9193900597804845,0.1857249815084804,0.06855791496393814,0.9045771935466372
