,t,biod0_x,biod0_y,biod1_x,biod1_y,biod2_x,biod2_y,biod3_x,biod3_y,biod4_x,biod4_y,biod5_x,biod5_y
0,0,0.43507602336330276,0.38630198358455947,0.2470781648104621,0.3315068300661675,0.9419160237941587,0.938766493634948,0.3270408297987309,0.9130347236508003,0.8532657251548934,0.22545649014439906,0.004603587938263513,0.9189564396358852
1,1,0.4511845144152716,0.3804373380667938,0.24742340545384126,0.31436744968300995,0.9328153229210162,0.9242387686018263,0.3231549177958178,0.8963381000721834,0.8684715718336598,0.21754069720861183,0.019283666776621963,0.9278092830389952
2,2,0.4680641666136399,0.3774448653964879,0.2497591315568258,0.2973844601172048,0.920526391583142,0.9122863748000215,0.3221836521778275,0.8792227796217882,0.8841841474462212,0.21068558826418599,0.035707558359985764,0.932721852252586
3,3,0.4852043919597947,0.37774524199917137,0.25444118828369827,0.2808933747730937,0.9085117887313137,0.9000582568200032,0.3235804826031495,0.8621369253621,0.9003822724648549,0.20507325391018338,0.05283691048060994,0.9320415236936704
4,4,0.501739632690735,0.38226888709911716,0.2617709884130301,0.26539654990202877,0.8968733310177804,0.8874716030521939,0.3268025784098761,0.8452995963092875,0.9170161477715354,0.20092696119231948,0.0693488664421136,0.9274336107880513
5,5,0.5166194275593128,0.3907817747225651,0.2719057903525476,0.2515703667458877,0.8856000082463301,0.8745568926523781,0.3314043445787012,0.828785926240285,0.9339883524590475,0.19851411659193666,0.08458122007187154,0.9195689458925577
6,6,0.5289679827703755,0.40267255834769866,0.2847524881819184,0.24021959999199619,0.8746825946093642,0.8613399478276541,0.3370563208541011,0.8126015907518344,0.9168495656022688,0.19814057128234788,0.09831264659232657,0.9093061257765392
7,7,0.5382701967582431,0.4170720849352059,0.29988478837946597,0.2321641023815621,0.8641098803803205,0.8478456799760297,0.3435256920170447,0.7967263021630723,0.900006504714598,0.20133256923889808,0.11071203826632725,0.8974683625952988
8,8,0.5443843421674355,0.43308753925082427,0.31652784859429406,0.22805483265252097,0.8537591039660194,0.8341804328636809,0.35065025244460485,0.781134054418297,0.8839703295500946,0.2073921597460008,0.12214179335424477,0.8846918900910967
9,9,0.5475098600537124,0.4499430632403943,0.3336697575672083,0.22823513180595653,0.8435298474101585,0.8204239848724738,0.3583167569727666,0.7658010097323878,0.8688954519266582,0.2155546113176075,0.13296935960603343,0.8714012407433961
10,10,0.5480634787879153,0.4670769786515765,0.35023743960184794,0.23263847860350576,0.8333411261664271,0.8066374874769079,0.36644529089329736,0.7507078163220061,0.8547013782431336,0.22516740608744867,0.14348321491077337,0.8578610635786984
11,11,0.5465327817504393,0.4841513605613228,0.36531781527884816,0.24079076788081616,0.8214648393533233,0.7942749892442162,0.3749777847668057,0.7358392555537625,0.8412210655649938,0.23575790754488624,0.15521720244933432,0.8453634203022521
12,12,0.5433632269141011,0.500998659251613,0.37834906240739885,0.2519291766224204,0.808517725819867,0.783038895520319,0.383864691469259,0.7211797726064585,0.8283271847815799,0.2470550483054291,0.16772355383961435,0.8336387145096428
13,13,0.5389081170045352,0.5175524970759393,0.38920485703585267,0.26519677904355293,0.7953184340060134,0.7721001457456352,0.39349675170615117,0.7069987653568556,0.8158482234691234,0.2588089019536001,0.18071904661632024,0.8224586108200076
14,14,0.5334140814679673,0.5337911276999585,0.3987004170016527,0.2794695465382018,0.781956019202414,0.7613612714267434,0.40364551787406583,0.6931828290407965,0.8036596975396968,0.27086366809351764,0.19403062093222023,0.8116567804078654
15,15,0.5270280275425474,0.5497001146658855,0.4071995316168533,0.29435721263393655,0.7684806757186827,0.7507644478925012,0.41416616408203594,0.6796479276969695,0.7916752875004535,0.28312137860697373,0.20755235845125364,0.8011192206577727
16,16,0.5197678778857316,0.5652296921868951,0.41499803008433217,0.30962354725208036,0.7549197878684306,0.7402773190321652,0.4249677294359495,0.6663361383008911,0.7798359813365724,0.2955192970039585,0.22121862393862826,0.7907697888545768
17,17,0.5112550878533104,0.5801095428879041,0.42230781553734875,0.325129823002604,0.7412872010879429,0.729883564720422,0.43599348968785745,0.653209441767191,0.7681010364654872,0.3080160413757138,0.23498785204192793,0.7805577416328044
18,18,0.5230106425070301,0.5676321839604782,0.42926987827293234,0.34079530204048236,0.7275885002841731,0.7195771032855159,0.4471686452612245,0.6402096937338078,0.7564400855767105,0.3205818591123335,0.24883185318788456,0.7704472924196804
19,19,0.5340497805081591,0.5545167356946948,0.4360956650395906,0.3565206378409198,0.713909347850239,0.7092447105466775,0.45797611061330407,0.6269026939335519,0.7446430996088568,0.3330200532374736,0.2625748671467755,0.7601999943198818
