,t,biod0_x,biod0_y,biod1_x,biod1_y,biod2_x,biod2_y,biod3_x,biod3_y,biod4_x,biod4_y,biod5_x,biod5_y
0,0,0.43507602336330276,0.38630198358455947,0.2470781648104621,0.3315068300661675,0.9419160237941587,0.938766493634948,0.3270408297987309,0.9130347236508003,0.8532657251548934,0.22545649014439906,0.004603587938263513,0.9189564396358852
1,1,0.4423281644563433,0.38173297523244026,0.24637712719013175,0.3229641177328402,0.9385319562781558,0.9308913761880628,0.3239883331103275,0.9050252510263145,0.8606619575552726,0.22112461595016375,0.011754182643602827,0.9236827895081519
2,2,0.4498989152643363,0.3777138808122536,0.2461098031775824,0.3143968587997031,0.9340080804621431,0.9236109960224123,0.32196513700264895,0.8966960214542006,0.8681909367866284,0.21702780505766253,0.01952099338028871,0.9273085361534102
3,3,0.457766174982755,0.3743115856636741,0.24633025668995534,0.30582826568274485,0.9291250432114732,0.916566470845818,0.32090234664312833,0.888190736955325,0.8758529846604511,0.21318561686154958,0.027741981475719588,0.9297343849718418
4,4,0.46589648867155176,0.37159729255553947,0.24709585795493896,0.2972910973900287,0.9239927057985077,0.9097014507850623,0.3206994724174685,0.8796217096007378,0.88364764230522,0.20962012952375852,0.03623380721799177,0.9285689308466247
5,5,0.4742425475280967,0.36964468165774383,0.24846565726488412,0.28882983048692396,0.9186965681392002,0.9029619913372453,0.3212397875962919,0.8710673278426776,0.8915733333307073,0.20635626532259888,0.044487058983541695,0.926255227527366
6,6,0.48277523464986,0.36883065571393364,0.25049870381243095,0.2805029997878758,0.9133223885341274,0.8962845980339031,0.322403628222061,0.8625752808130791,0.8996269105660217,0.203422107612126,0.05238248538152531,0.9229188178179439
7,7,0.49133785360906373,0.36921917124076215,0.2532497008716227,0.2723850318811013,0.9079118475857219,0.8896366333528349,0.3240802838605409,0.8541694367968571,0.9078031173827434,0.2008493600836469,0.05985066884767142,0.9187122011880282
8,8,0.4997541576109538,0.37084250568038696,0.25676468796204144,0.26456747129551633,0.90249607177941,0.8829929325640525,0.3261740105459944,0.8458576562221714,0.9160937962445285,0.19867357706003116,0.06687315250091536,0.9137975179739213
9,9,0.5078372979270409,0.37369421225462435,0.2610758514022703,0.2571591477640596,0.8970982238865851,0.8763346575711563,0.32860581410984685,0.8376384275976629,0.9244869037603786,0.19693428583010936,0.07347411229553262,0.9083297288828034
10,10,0.5154019079722747,0.3777248527271362,0.2661956868060765,0.25028479883539484,0.8917353855019275,0.8696481523393371,0.3313125763579843,0.8295056036178169,0.9329653141111953,0.1956749424780941,0.07970570275683957,0.9024444363601117
11,11,0.5222783935140317,0.3828418180728376,0.2721109652548402,0.24408166506054405,0.8864199217132689,0.8629239250627975,0.3342449470442181,0.8214513755409855,0.9244252246159221,0.19494264529263786,0.08563262383324445,0.8962524258377395
12,12,0.5283278779633491,0.3889141426402968,0.27877722675856265,0.23869368349792805,0.881160483889441,0.8561557863576296,0.33736491170176364,0.8134679421761499,0.9158646126294442,0.1953731219726933,0.09132035598839389,0.8898400089231603
13,13,0.533450310898511,0.3957865562323233,0.28611257049098965,0.23425948457565973,0.8759460817991229,0.8493528900188936,0.3406434932522436,0.8055483278691299,0.9074242847945854,0.19686652539950342,0.09682839686168954,0.8832725989699742
14,14,0.5375921562987074,0.40329085529592507,0.29400079979712496,0.2309060943256396,0.8707661187364863,0.8425237341102308,0.34405873475726934,0.797686679618448,0.8992023904376024,0.19928930086118243,0.1022075155930369,0.8765991838450798
15,15,0.5407484589835257,0.411259992082109,0.30229360162488494,0.22873841685871724,0.8656104922248498,0.8356761868831128,0.34759403931783,0.7898782860948619,0.8912518311129313,0.2024921112177266,0.10749942850872775,0.8698564065650677
16,16,0.5429591977949292,0.41954141838817827,0.31081662131116794,0.22782873384670999,0.860469712966047,0.8288174861047318,0.3512368397274754,0.7821194593194667,0.883586452600795,0.20632765029597647,0.1127376276283126,0.8630718168399124
17,17,0.5443002691380389,0.428007286058287,0.31937966697399317,0.22820772821536547,0.8553350110466235,0.8219542344006363,0.3549775491579261,0.7744073596888836,0.8761927870786279,0.21066390419783915,0.1179486058678568,0.8562662974958726
18,18,0.544870821610186,0.43655970429125646,0.32779059036700287,0.22985871441519412,0.8501984090210871,0.8150924046602276,0.35880874026158777,0.7667398071144094,0.8690425210233916,0.21539075125422227,0.1231531025580723,0.8494558201295908
19,19,0.5447797534130628,0.4451306490664008,0.3358715444157001,0.23271661039264777,0.8450527531892489,0.8082373617124866,0.36272450480272617,0.7591150988699279,0.8621021858790704,0.22042077469746804,0.1283672125154012,0.8426526998816468
20,20,0.5441342276516846,0.4536777353679716,0.34347543774415457,0.2366726430017889,0.8398917040670395,0.8013939006208134,0.3667199561693107,0.7515318438872466,0.8553390734163671,0.2256866742001105,0.1336033137003644,0.8358664909152261
21,21,0.5430319052814394,0.46217798672585264,0.3504996687147577,0.24158482856696473,0.8347096931918441,0.7945662984762494,0.3707908505558448,0.7439888201799534,0.8487240600885329,0.23113745271585276,0.1393088502488697,0.8294699105437485
22,22,0.5415570234155115,0.47062157075377936,0.3568939248226838,0.24729296982146706,0.8289782069592402,0.7881929592164443,0.37493331526447726,0.7364848629644012,0.8422559411449502,0.23676175934749802,0.1453698831292826,0.8234091128918172
23,23,0.5397813668431679,0.479007060095028,0.3626597104721928,0.25363529617691566,0.8228284266661398,0.782222231446591,0.3793371545697064,0.729131252481868,0.8359050622239649,0.2425181231898977,0.15169730188042987,0.8176269714457151
24,24,0.5377633015443702,0.4873375342835056,0.36784101390405316,0.2604634351987937,0.8164877209788344,0.7764546635759824,0.3839448525169207,0.7219036313391726,0.8296474209427366,0.24837570915602483,0.15822391358665872,0.8120706482557613
25,25,0.5355504508479371,0.4956183965303007,0.37271062053231147,0.2675172511193522,0.8100042082488537,0.7708481093369439,0.38871274641520887,0.7147806701902003,0.8234639574123042,0.25431154663046046,0.16489996100952423,0.8066947968289868
26,26,0.5331817609386111,0.5038560355044582,0.37733007894001314,0.2747373613522099,0.8034130447678711,0.7653685152167499,0.3936079990997399,0.7077446280563232,0.8173397496758115,0.26030850147065937,0.17168888468473303,0.8014622159087056
27,27,0.5306899761330041,0.5120572790831875,0.38175133456010096,0.2820805137064065,0.7967398553448202,0.7599891164883432,0.39860604509335135,0.7007812291735328,0.8112632206500707,0.2663537626523149,0.17856387639450402,0.7963432436734145
28,28,0.5281033372930128,0.5202291018459835,0.38601656218056096,0.28951537894397256,0.7900033206639981,0.7546892591082636,0.4036886065869217,0.6938792760862409,0.8052254491566612,0.2724377336539285,0.18550525665842413,0.7913146625826133
29,29,0.5254473568863377,0.5283786512712254,0.39015918833626795,0.2970192470324422,0.7832170698040645,0.7494532122195171,0.40884219309423314,0.6870301933836624,0.7992196016125321,0.2785532207998377,0.19249854860097465,0.7863585294567419
30,30,0.5227470120700298,0.5365136082857487,0.3942053069661107,0.30457558951993846,0.7763910480004445,0.7442691198118139,0.41405698492001564,0.680227595793855,0.7932404776547562,0.2846948382132438,0.19953308465618533,0.7814611127659707
31,31,0.5200303018279926,0.5446431146186026,0.3981750929881795,0.3121723116218776,0.7695325030749963,0.7391281326244429,0.4193260138954083,0.6734669211668984,0.7872841551306705,0.2908585716390314,0.20660100378040921,0.7766119987222992
32,32,0.5173363796579512,0.5527802007737851,0.40208405399863134,0.31980051007065097,0.762646699239687,0.7340237136274618,0.4246445764122845,0.6667451445781399,0.7813477198228322,0.29704146122165803,0.21369653106154793,0.771803373101842
33,33,0.5147442489531311,0.5609502831579615,0.40594408248222036,0.3274535857831331,0.7557374378983611,0.7289510914778866,0.4300098408631864,0.6600605858696693,0.7754290711715203,0.30324137943865304,0.22081546452309006,0.7670294675597059
34,34,0.5126025760983306,0.5692498388772824,0.40976434313177873,0.33512659017023844,0.7488074472594122,0.7239068256741069,0.4367393298737364,0.6547517851188416,0.7695268179032249,0.3094569079046806,0.22795482994085375,0.7622861723773731
35,35,0.5206516942153646,0.5721962070303035,0.41355225592545336,0.3428156151033895,0.7418587415387502,0.7188883720713781,0.4451335337048629,0.6530177926746243,0.7636425686450182,0.31568948348965326,0.23511436014432185,0.7575733690692846
36,36,0.5284770708526756,0.5686986552809609,0.4173297026334362,0.35050978719162945,0.7349003285684161,0.713883386887645,0.45351938231319755,0.6512438335789309,0.7577136388473951,0.32187957066270323,0.242244682069426,0.7528164901555975
37,37,0.5350550885472596,0.5632032871436253,0.4211174900495253,0.35819887388938615,0.7279417885659322,0.708878578320983,0.4615660646909445,0.6482908197850658,0.7517580678253735,0.3280440302137717,0.2493568218889425,0.7480324693631313
38,38,0.5411199682821063,0.5571463389387166,0.424931891358897,0.36587479275335066,0.7209916226039054,0.7038621472335079,0.4690052580054978,0.6440331454687508,0.7457869656590496,0.3341934469889158,0.2564571820669795,0.7432309828123588
39,39,0.5469152006696146,0.5508309078900964,0.42878617142399644,0.37353076512365596,0.7140576548333778,0.6988233498856891,0.47570114373460787,0.6386820238986683,0.7398071514467274,0.34033439233480606,0.26354933503965444,0.7384173818767515
40,40,0.5524838840360229,0.5443148390353504,0.4326913055471409,0.38116092339431823,0.7071472058793709,0.6937523457435919,0.4816916002514688,0.6325514596118591,0.7338224888717624,0.3464706128017479,0.2706349365755338,0.7335941424435649
41,41,0.5578466566322084,0.5376282810391386,0.43665636749510284,0.3887601122657654,0.7002671015516012,0.6886402471340081,0.48710222891846017,0.6259035663227762,0.727834794005376,0.3526038744089314,0.2777143634427439,0.7287618445443325
42,42,0.5630529385376504,0.5308191682866451,0.4406889562311373,0.3963236838983415,0.6934236779148567,0.6834791483475918,0.49207410982046007,0.6189214614788605,0.7218445227541593,0.3587346197218562,0.2847871935486166,0.7239198963776786
43,43,0.5681578078549977,0.5239336982948501,0.44479570063875584,0.4038472494178007,0.6866228614928604,0.6782620338434422,0.4967305232207494,0.6117251289406361,0.7158512993104645,0.36486247909598096,0.2918525649316887,0.7190670709146759
44,44,0.5732077696553317,0.5170078572939125,0.4489827488260648,0.41132642151317694,0.6798703075189905,0.6729826018110097,0.5011691346776048,0.6043924543883207,0.7098542876608581,0.370986631202974,0.29890941781159763,0.7142018663777193
45,45,0.5782386046255572,0.5100681103779611,0.4532561892521725,0.418756569202127,0.6731715625384653,0.6676350599980837,0.5054651852281807,0.596975356746925,0.70385243358859,0.37710603766522993,0.30595664406290063,0.7093227281425339
46,46,0.5832771793118551,0.5031339808085269,0.4576223993536129,0.42613258419026123,0.6665322311263626,0.6622139285520322,0.5096772498105557,0.5895102445770374,0.6978446151205442,0.38321958859820743,0.3129931740842425,0.70442817678272
47,47,0.58834377748923,0.49622030084311597,0.4620883401308828,0.4334486460222184,0.6599581405768794,0.6567138629885777,0.5138525773934657,0.5820245230132538,0.6918297335603041,0.38932619056422646,0.32001802490961356,0.6995168777044327
48,48,0.5934540414026994,0.4893388336674482,0.4666618207362267,0.4406979675703113,0.6534555058300098,0.6511294982884615,0.5180314534613558,0.5745407817988399,0.6858067684187591,0.3954248198084776,0.3270303259265564,0.6945876767344087
49,49,0.6016611123123561,0.4868663096859733,0.47143491581979396,0.44781744445266214,0.6470311012719218,0.645455309903404,0.5241300685986184,0.5685178023731193,0.6816177726840256,0.4029029012796497,0.33402933292831244,0.689639617645789
50,50,0.6096695324215148,0.4899215666490331,0.4759152928381251,0.45512467440174076,0.6406910700358237,0.6396870006467499,0.5326908607883742,0.5680909243590228,0.6819715267047765,0.4114670267953053,0.3410224322810427,0.6846832127795633
51,51,0.6172433638274875,0.4939348527824908,0.4836821445188795,0.45875033333830184,0.6344363738413745,0.6338262700378372,0.5409055085406888,0.5705381575029008,0.6876824353933689,0.41785881134311825,0.34802694393420525,0.6797429491979503
52,52,0.6251029961625553,0.4973547310424086,0.4921640629216323,0.4599858283662748,0.6318996570452778,0.62563881282259,0.5489238417557358,0.5735673026310806,0.6960680246157873,0.41963399616390795,0.3550586360404037,0.6748414500519003
53,53,0.6334835112760657,0.4955557440532045,0.5007330182556495,0.45977993461037286,0.633511784490187,0.6172203549557077,0.5567161908959759,0.5771378323721277,0.7039673404729976,0.4163068056458988,0.3621262022872701,0.6699918217051858
54,54,0.641009346535185,0.49145316054915505,0.5091913329834966,0.4583920226103574,0.6404417454071065,0.6121760483190064,0.5639357706025914,0.58175811987562,0.7104181503549106,0.4106626547245897,0.3692296889981033,0.6651949618673213
55,55,0.6484374695394013,0.48717620177108223,0.5173625798373612,0.45580356503714703,0.6489737322604533,0.6129973814362126,0.5698658024360179,0.5879471513192023,0.7165501912912084,0.40467370976652983,0.3763689331069688,0.6604514841021019
56,56,0.6559258343040185,0.48300561657148,0.5252959607140818,0.45255843705508114,0.6563351189064616,0.6173882098777569,0.5734697246737596,0.5957241129533762,0.7226034621268974,0.39860515969712285,0.38354734609763463,0.6557674927815993
57,57,0.6634372654840762,0.47887671969914714,0.5329809617441865,0.44876236712390355,0.6626822150694351,0.6231487444061724,0.5738327474257232,0.6042878505857806,0.728566316595969,0.3924477451150296,0.39076869244574647,0.6511499669640521
58,58,0.6709696202146684,0.47478611828033007,0.5396794659949898,0.44341452376820656,0.6685956079352462,0.6293536757168058,0.5710744720028527,0.6124033483799206,0.7344283263374057,0.38619424772985356,0.3980346507403929,0.6466029637954189
59,59,0.6795379610414826,0.47501616877620456,0.5465789197268145,0.43832856997786274,0.6758963384170049,0.6338446357687124,0.5644098170156991,0.61779331699368,0.7405729999253322,0.38021826460965147,0.4053431974401103,0.6421247350280208
60,60,0.687033471781621,0.4791738973026444,0.5541235572653093,0.43426066730353063,0.684004146646347,0.636625433041315,0.555879685397213,0.6186336992438528,0.7465494166253075,0.374074012728148,0.4126925732393362,0.6377138322727048
61,61,0.692488811531327,0.48578514952672264,0.5621760248041724,0.4313234655245143,0.6924754273885738,0.6379318749043454,0.5474602211760001,0.6170268358449232,0.7520206843838839,0.36747593597283024,0.4200796119046623,0.6333662987751825
62,62,0.6965760043361203,0.49331935437737207,0.5705733563142056,0.429604683611151,0.7010240883039262,0.6385562019896385,0.5391410278309373,0.6149627598185708,0.7569208374131757,0.3604433057362385,0.4229823479238168,0.6253013430184405
63,63,0.7001609892284846,0.5011050637912033,0.5791332071765316,0.42915932873036444,0.709593528773362,0.6383716002672832,0.5384461574418428,0.6064195436269098,0.7613631500718817,0.3531128728706157,0.42134995085441823,0.6168867920760003
