,t,biod0_x,biod0_y,biod1_x,biod1_y,biod2_x,biod2_y
0,0,0.43507602336330276,0.38630198358455947,0.2470781648104621,0.3315068300661675,0.9419160237941587,0.938766493634948
1,1,0.44183561228899304,0.3810315618451929,0.24661550821841838,0.3229478969181087,0.938844298512342,0.9307643756935434
2,2,0.44813516228477346,0.37521907033072477,0.24704270233025774,0.31438712049619977,0.9357725732305252,0.9227622577521388
3,3,0.45389156505870604,0.3688682266970518,0.24839960831388563,0.3059237763636068,0.9327008479487083,0.9147601398107342
4,4,0.4590162981388032,0.36199752814356684,0.25071046632201366,0.29766972747706794,0.9296291226668916,0.9067580218693297
5,5,0.4634181960539136,0.35464275537345025,0.2539795398290265,0.28974618368903665,0.9265573973850748,0.8987559039279251
6,6,0.467007248154155,0.34685892002210483,0.2581873758887123,0.2822786872243632,0.923485672103258,0.8907537859865206
7,7,0.46969934680703385,0.3387212303869399,0.26328835915453375,0.2753903378228802,0.9204139468214412,0.882751668045116
8,8,0.472966521557248,0.33079690348134944,0.26921027888386445,0.2691935439361622,0.9173422215396244,0.8747495501037114
9,9,0.4768308138174302,0.3231459798061977,0.27585656007011256,0.26378093512446826,0.9137646391895927,0.8669604364003531
10,10,0.4813076179658348,0.3158365603783683,0.2831115206037891,0.2592164049832711,0.9097929613248346,0.8593647032103515
11,11,0.4864029594408694,0.3089440366745357,0.29084851389728594,0.25552745899132606,0.9055242461789534,0.8519318397810647
12,12,0.4921114171298347,0.3025500630611716,0.2989403186389391,0.25270043161649197,0.9010392100871554,0.8446274685548488
13,13,0.49841408289399025,0.29674095021836644,0.3072703092864124,0.2506803713282559,0.8964031635728594,0.8374179983612503
14,14,0.5052767181411587,0.2916054244206098,0.31574207830377116,0.24937709949489859,0.8916681620290449,0.8302731297035929
15,15,0.5126483030376918,0.28723173903316984,0.32428490483977784,0.24867745492027366,0.886875412640252,0.8231668690095763
16,16,0.5204601985910916,0.2837041795910235,0.33285360147016085,0.24846106219496839,0.8820574507767123,0.8160776778542624
17,17,0.5286261522571127,0.2810990714398143,0.34142364789110174,0.24861498457157563,0.877239918203067,0.808988194963602
18,18,0.5370433695177744,0.2794804790445765,0.34998435779238984,0.24904350964796004,0.872442936964958,0.8018847902337325
19,19,0.5455948388171802,0.2788958761225659,0.35853269258373777,0.24967228627771995,0.8676821356581118,0.7947570866293566
20,20,0.5541530247031926,0.2793721555526907,0.3670689197293926,0.2504483106799701,0.862969399458498,0.787597512251787
21,21,0.5625849270645263,0.2809124186224406,0.3755940797043556,0.251337712252034,0.8583134109507137,0.7804009048031011
22,22,0.5707583452953178,0.28349401157634885,0.3841087228525165,0.2523227197720963,0.8537200391553315,0.7731641705047806
23,23,0.578548997331152,0.2870682427680396,0.3926123704393788,0.2533985289901057,0.8490095884301351,0.7660030922535256
24,24,0.5858479439855528,0.2915621014097096,0.4009685540796593,0.2553073460910902,0.8442199812825402,0.7588947133154827
25,25,0.5925684697964563,0.29688224431945215,0.4091238965504642,0.25794548500687675,0.8393794137549235,0.7518209382437346
26,26,0.5986513505050743,0.30292111425014484,0.4170518357073637,0.2612038846876405,0.8345084136605125,0.7447680845067464
27,27,0.6040677389177557,0.3095643156107896,0.42474796773938167,0.2649773366219906,0.829621518545812,0.7377262350413702
28,28,0.6088189959033758,0.3166983849132073,0.43222335868115,0.26917113180330654,0.8247286225245866,0.7306885538692384
29,29,0.6129333039991028,0.3242178168497659,0.43949784954917637,0.2737044716721123,0.8198360528547546,0.723650645814927
30,30,0.6164596155270053,0.3320302757945082,0.44659472939400974,0.2785111008676192,0.8149474292159142,0.7166099962232434
31,31,0.619460179581045,0.34005934816388605,0.45353720428345096,0.28353817060699826,0.8100643468276413,0.7095655023347912
32,32,0.6220031889428698,0.34824485310498615,0.46034643456768337,0.2887442987932221,0.8051869146044208,0.7025170952336802
33,33,0.6241567973064036,0.3565413197487821,0.46704067671073524,0.2940974763435459,0.8003141728245384,0.6954654446962748
34,34,0.6259850808204337,0.3649154923734315,0.4736350945551281,0.29957315356637915,0.7954444107449884,0.6884117360941507
35,35,0.627545865332234,0.37334362024756973,0.48014192486130436,0.3051526290902728,0.7905754020369843,0.6813575074363539
36,36,0.628889977622307,0.381809005643804,0.48657079950504606,0.31082175235319065,0.7857045738336778,0.6743045349871679
37,37,0.6300614098581081,0.39030000878077364,0.4929291125026423,0.3165699036716321,0.7808291230679094,0.6672547571477129
38,38,0.631097981627924,0.3988085284358678,0.49922237444760925,0.32238920275718647,0.7759460915560268,0.66021022799318
39,39,0.632032222697984,0.40732889118507715,0.5054545286064419,0.3282738983564208,0.771052409072979,0.6531730936680294
40,40,0.6328923205457428,0.415857057426854,0.5116282201609419,0.3342198987217922,0.7661449116034806,0.6461455865465837
41,41,0.6337030645447362,0.4243900570121814,0.5177450188539074,0.34022441048419527,0.7612203401322618,0.6391300335690944
42,42,0.6344867806480805,0.43292558141461046,0.5238055993593315,0.34628566049490894,0.7562753237865739,0.6321288764435914
43,43,0.63526430257195,0.4414616722888341,0.5298098853066566,0.35240268084944887,0.7513063498695153,0.6251447024790704
44,44,0.6403590839265969,0.44835461002998944,0.535757163370763,0.3585751415729611,0.7463097223342158,0.6181802857031594
45,45,0.646277349380904,0.45455489403698934,0.5416581365593094,0.36479188534950185,0.741293914598111,0.6112296698664488
46,46,0.6522063532670541,0.4607449102464284,0.5475246311368204,0.37104117563937766,0.7362690116664916,0.6042856264994396
47,47,0.6581097942458134,0.4669593106491549,0.553366466690537,0.3773135232954339,0.7312437074828267,0.5973418735072357
48,48,0.6640034350885344,0.4731830061246833,0.559191684463289,0.38360130713834045,0.7262256207599452,0.5903929028354928
49,49,0.669917226169101,0.4793875579062799,0.5650069660204726,0.38989828166312474,0.7204550428332058,0.5840549364308382
50,50,0.6784681152487315,0.47879452864649774,0.5708180605652231,0.3961991203332601,0.7161114517553455,0.5766655789280891
51,51,0.6856797651661994,0.4741618735521715,0.5766498337904377,0.40248082462467444,0.7146897904682032,0.5682128712589607
52,52,0.6927234666150529,0.46927764816276507,0.5842597025447757,0.4064253506160774,0.7170842866633352,0.559982696550815
53,53,0.6998268146859812,0.46448058302475187,0.5928106607187473,0.40701738276223853,0.7233122807439806,0.5540935983612321
54,54,0.7069830962669693,0.45976284821992114,0.6007433429188429,0.4037705472463262,0.7315071974020738,0.5515810839389832
55,55,0.714111951771683,0.45500377194946534,0.6067450866512168,0.3976510325657317,0.7400660703355555,0.5520448531311665
56,56,0.721195576369327,0.45017762956503904,0.6105088405462887,0.3899501531112516,0.7479809657996824,0.5553348102049054
57,57,0.728304330343501,0.4453885790652252,0.6117250447025689,0.38146544715256636,0.7544041889537576,0.561010335913424
58,58,0.7354674624527657,0.44068125220804605,0.6100729920417167,0.37305473316617543,0.7590888590520103,0.5681883059485829
59,59,0.7426535171663498,0.43600899307477026,0.60576865161792,0.3656424432857692,0.7624786710777371,0.5760609524023073
60,60,0.7494915425176454,0.4308407441401561,0.6016780477757598,0.3581100898712243,0.765039494624268,0.5842409017003553
61,61,0.7524640008170033,0.4228012242904586,0.5978244642303541,0.35045376688863794,0.7674889439056207,0.5924548889156596
62,62,0.7549394378814972,0.4145950315621081,0.5942307924038547,0.34267206331175154,0.7698311061940779,0.6007001095658079
63,63,0.7569084856559929,0.4062528352915295,0.5909211967695893,0.3347653595426229,0.7720687240767816,0.6089743136946716
64,64,0.7583598485265307,0.397805176824645,0.5879211346032399,0.32673609962945893,0.7742033458365841,0.6172756857317314
65,65,0.7592809476972187,0.38928338334716267,0.5852573318116671,0.3185891037142328,0.7762354374287267,0.6256027495309494
66,66,0.7596585308806453,0.3807202753427816,0.5829577073480383,0.3103319180507406,0.7781644641625162,0.6339542909225386
67,67,0.7594792743837316,0.3721507213950304,0.5810512371518349,0.301975198649798,0.7799889482397707,0.642329292152804
68,68,0.7587303967501634,0.36361206985951017,0.5795677472903329,0.29353312274478965,0.7817065068183598,0.6507268739645053
69,69,0.7574002963496967,0.35514447157665685,0.5785376251058809,0.2850238198332579,0.7833138741622878,0.659146241991666
70,70,0.7554792193638618,0.346791097948619,0.5779914368124003,0.2764698110594042,0.7848069106230863,0.6675866347480387
71,71,0.7529599592032091,0.3385982525333771,0.5779594402875557,0.2678984422085438,0.7861806006029965,0.6760472708703522
72,72,0.749838583346478,0.3306153708158444,0.5784709829459741,0.25934229168019757,0.7874290412288159,0.684527293497616
73,73,0.7461151789278917,0.3228949014459969,0.5795537767304314,0.2508395306359577,0.7885454231820265,0.6930257097671129
74,74,0.7417946042777526,0.31549206263594054,0.5812330455865922,0.24243420828260143,0.789522004964215,0.7015413234136917
75,75,0.736887230319178,0.30846446926510535,0.5835305454272036,0.23417643120656623,0.7903500818155756,0.7100726583903142
76,76,0.7314096535655416,0.3018716291591174,0.5864634626331389,0.2261224021267683,0.791019950546221,0.718617871298066
77,77,0.7253853617310371,0.29577431043300295,0.5900432046171286,0.2183342807176502,0.7915208716909486,0.7271746502341999
78,78,0.7188453337768742,0.2902337849963797,0.594274104874372,0.21087982763453547,0.7918410306714824,0.7357400974485774
79,79,0.7118285583767641,0.28531095545032487,0.5991520752034216,0.20383179292803646,0.7919675000667368,0.7443105929562576
