,t,biod0_x,biod0_y,biod1_x,biod1_y,biod2_x,biod2_y,biod3_x,biod3_y,biod4_x,biod4_y,biod5_x,biod5_y
0,0,0.43507602336330276,0.38630198358455947,0.2470781648104621,0.3315068300661675,0.9419160237941587,0.938766493634948,0.3270408297987309,0.9130347236508003,0.8532657251548934,0.22545649014439906,0.004603587938263513,0.9189564396358852
1,1,0.44209732660006557,0.38138561413012195,0.2461822065538822,0.3229823566772966,0.938844298512342,0.9307643756935434,0.32341838755523916,0.9052663711904861,0.8606128734466257,0.22104187807374143,0.011709624274449583,0.9237495216656345
2,2,0.4491186298368284,0.37646924467568443,0.2452862482973023,0.31445788328842567,0.9357725732305252,0.9227622577521388,0.31979594531174743,0.8974980187301721,0.8679600217383581,0.2166272660030838,0.018815660610635655,0.9285426036953839
3,3,0.45613993307359113,0.37155287522124697,0.24439029004072238,0.30593340989955475,0.9327008479487083,0.9147601398107342,0.31617350306825576,0.8897296662698579,0.8753071700300904,0.21221265393242617,0.025921696946821726,0.9333356857251331
4,4,0.46316123631035394,0.36663650576680945,0.24349433178414248,0.2974089365106838,0.9296291226668916,0.9067580218693297,0.312551060824764,0.8819613138095438,0.8826543183218228,0.20779804186176856,0.0330277332830078,0.9285426036953839
5,5,0.471459644656452,0.3687826200872761,0.23492584042720913,0.2976333103533227,0.9237834224377846,0.9004892758554511,0.30415170621372833,0.8802524458002535,0.885515519972398,0.199718257652407,0.03510134953100495,0.9202257831844468
6,6,0.4797580530025501,0.3709287344077427,0.22635734907027577,0.29785768419596165,0.9179377222086774,0.8942205298415725,0.2957523516026927,0.8785435777909633,0.8883767216229731,0.19163847344304547,0.0371749657790021,0.9119089626735097
7,7,0.4880564613486481,0.37307484872820934,0.21778885771334242,0.29808205803860055,0.9120920219795703,0.887951783827694,0.287352996991657,0.8768347097816729,0.8912379232735483,0.18355868923368393,0.03924858202699925,0.9035921421625727
8,8,0.4963548696947462,0.37522096304867597,0.20922036635640906,0.29830643188123945,0.9062463217504633,0.8816830378138154,0.27895364238062137,0.8751258417723826,0.8940991249241235,0.1754789050243224,0.0413221982749964,0.8952753216516356
9,9,0.5046532780408443,0.37736707736914255,0.2006518749994757,0.29853080572387836,0.9004006215213561,0.8754142917999369,0.2705542877695857,0.8734169737630924,0.8969603265746986,0.1673991208149609,0.04339581452299355,0.8869585011406985
